Nome do Programa;Código do Programa;Nome da IES;Sigla da IES;UF;ME;DO;MP;DP
COMUNICAÇÃO;40002012034P1;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR;3;-;-;-
COMUNICAÇÃO;42002010031P1;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;5;5;-;-
Comunicação;40001016071P8;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;4;4;-;-
COMUNICAÇÃO E INDÚSTRIA CRIATIVA;42046017014P9;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;RS;-;-;3;-
COMUNICAÇÃO E LINGUAGENS;40020010003P0;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;PR;5;5;-;-
COMUNICAÇÃO SOCIAL;42005019017P4;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUC/RS;RS;5;5;-;-
CONSERVAÇÃO E MANEJO DE RECURSOS NATURAIS;40015017015P8;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;3;-;-;-
CONTABILIDADE;40001016050P0;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;5;5;-;-
CONTABILIDADE;40015017070P9;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;3;-;-;-
CONTABILIDADE;41001010054P2;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;5;5;-;-
CONTABILIDADE;42004012157P4;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;3;-;-;-
CONTROLADORIA E CONTABILIDADE;42001013170P1;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;3;-;-;-
CONTROLE DE GESTÃO;41001010163P6;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;-;-;A;-
DESASTRES NATURAIS;41001010157P6;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;-;-;3;-
DESENVOLVIMENTO COMUNITÁRIO;40014010010P0;UNIVERSIDADE ESTADUAL DO CENTRO-OESTE;UNICENTRO;PR;4;4;-;-
DESENVOLVIMENTO DE TECNOLOGIA;40033015001P8;INSTITUTO DE TECNOLOGIA PARA O DESENVOLVIMENTO;LACTEC;PR;-;-;3;-
DESENVOLVIMENTO E POLÍTICAS PÚBLICAS;41020014007P8;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;SC;3;-;-;-
DESENVOLVIMENTO E SOCIEDADE;42070007001P6;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;UNIARP;SC;3;-;-;-
DESENVOLVIMENTO ECONÔMICO;40001016024P0;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;5;5;-;-
DESENVOLVIMENTO REGIONAL;42024013003P0;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUÍ;RS;4;4;-;-
DESENVOLVIMENTO REGIONAL;42020018001P2;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;RS;5;5;-;-
DESENVOLVIMENTO REGIONAL;41006011006P6;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;SC;5;5;-;-
DESENVOLVIMENTO REGIONAL;41009010001P3;UNIVERSIDADE DO CONTESTADO;UNC;SC;4;4;-;-
Desenvolvimento Regional;42057019001P2;FACULDADES INTEGRADAS DE TAQUARA;FACCAT-RS;RS;3;-;-;-
Desenvolvimento Regional;40006018010P0;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;4;4;-;-
DESENVOLVIMENTO REGIONAL E AGRONEGÓCIO;40015017004P6;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;5;5;-;-
DESENVOLVIMENTO RURAL;42001013071P3;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;6;6;-;-
Desenvolvimento Rural;42037018001P9;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;RS;-;-;3;-
DESENVOLVIMENTO RURAL SUSTENTÁVEL;40015017022P4;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;4;4;-;-
Desenvolvimento socioeconômico;41015010006P1;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;SC;4;4;-;-
Desenvolvimento Territorial e Sistemas Agroindustriais;42003016052P1;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS;3;-;-;-
DESENVOLVIMENTO TERRITORIAL SUSTENTÁVEL;40001016081P3;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;4;-;-;-
DESIGN;40001016053P0;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;4;4;-;-
DESIGN;42007011021P4;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;5;5;-;-
DESIGN;42001013096P6;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;5;5;-;-
Design;41002016022P6;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;SC;4;4;-;-
Design;41004019005P7;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;SC;-;-;4;-
DESIGN;41001010064P8;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;5;5;-;-
DESIGN DE VESTUÁRIO E MODA;41002016165P1;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;SC;-;-;3;-
DIREITO;42001013042P3;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;5;5;-;-
DIREITO;42051010001P4;FACULDADE MERIDIONAL;IMED;RS;3;-;-;-
DIREITO;40029018001P4;CENTRO UNIVERSITÁRIO CURITIBA;UNICURITIBA;PR;4;4;-;-
DIREITO;42010012003P3;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;RS;4;4;-;-
DIREITO;42007011005P9;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;6;6;-;-
DIREITO;41015010008P4;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;SC;3;-;-;-
DIREITO;41007018003P3;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;SC;4;4;-;-
DIREITO;40003019006P4;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUC/PR;PR;6;6;-;-
DIREITO;41016017006P8;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;SC;3;-;-;-
DIREITO;42005019013P9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUC/RS;RS;6;6;-;-
DIREITO;40036014001P7;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;UNIBRASIL;PR;4;4;-;-
DIREITO;41001010011P1;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
DIREITO;42020018002P9;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;RS;5;5;-;-
DIREITO;40001016017P3;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;6;6;-;-
DIREITO;40051013002P5;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;PR;3;-;-;-
DIREITO;41001010158P2;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;-;-;3;-
DIREITO;42003016057P3;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS;3;-;-;-
DIREITO;43002005001P9;FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO;FMP;RS;3;-;-;-
DIREITO;40022013009P0;UNIVERSIDADE POSITIVO;UP;PR;-;-;A;-
DIREITO;42008018004P9;UNIVERSIDADE DE CAXIAS DO SUL;UCS;RS;4;4;-;-
DIREITO;41006011015P5;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;SC;A;-;-;-
Direito;42002010057P0;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;3;-;-;-
Direito;42043018003P8;CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;RS;3;-;-;-
Direito;42009014013P4;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;FUPF;RS;3;-;-;-
Direito;42021014005P4;UNIVERSIDADE LA SALLE;UNILASALLE;RS;4;4;-;-
DIREITO;40005011173P0;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;PR;-;-;A;-
DIREITO DA EMPRESA E DOS NEGÓCIOS;42007011033P2;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;-;-;3;-
DIREITO DAS MIGRAÇÕES TRANSNACIONAIS;41005015012P0;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;SC;-;-;3;-
DIREITO E DESENVOLVIMENTO SUSTENTÁVEL;41025016002P8;CENTRO UNIVERSITÁRIO FACVEST;UNIFACVEST;SC;-;-;A;-
Direito e Justiça Social;42004012027P3;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;3;-;-;-
DIREITO, INOVAÇÃO E REGULAÇÕES;40066010001P2;CENTRO UNIVERSITÁRIO UNIVEL;UNIVEL;PR;A;-;-;-
DIREITO NEGOCIAL;40002012002P2;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR;4;4;-;-
DIREITO PROCESSUAL E CIDADANIA;40028011001P8;UNIVERSIDADE PARANAENSE;UNIPAR;PR;3;-;-;-
DIREITO, SOCIEDADE E TECNOLOGIAS;41079000001P0;FACULDADES LONDRINA;FL;PR;-;-;A;-
Direitos Humanos;42024013004P7;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUÍ;RS;4;4;-;-
DIREITOS HUMANOS E POLÍTICAS PÚBLICAS;40003019020P7;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUC/PR;PR;3;-;-;-
DISTÚRBIOS DA COMUNICAÇÃO;40020010001P7;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;PR;4;4;-;-
DISTÚRBIOS DA COMUNICAÇÃO HUMANA;42002010017P9;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;4;-;-
Diversidade Cultural e Inclusão Social;42041015006P4;UNIVERSIDADE FEEVALE;FEEVALE;RS;5;5;-;-
ECOLOGIA;42010012004P0;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;RS;3;-;-;-
ECOLOGIA;42001013008P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;6;6;-;-
ECOLOGIA;41001010071P4;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;5;5;-;-
ECOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS;40004015005P4;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;6;6;-;-
ECOLOGIA E CONSERVAÇÃO;40001016048P6;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;6;6;-;-
Ecologia e Evolução da Biodiversidade;42005019002P7;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUC/RS;RS;5;5;-;-
ECONOMIA;42007011014P8;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;4;4;-;-
ECONOMIA;42001013085P4;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;-;-;4;-
ECONOMIA;40043010011P5;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;UNILA;PR;A;-;-;-
ECONOMIA;42005019027P0;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUC/RS;RS;4;4;-;-
ECONOMIA;40005011171P8;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;PR;3;-;-;-
ECONOMIA;41001010032P9;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;5;5;-;-
ECONOMIA;42001013013P3;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;5;5;-;-
ECONOMIA;40004015007P7;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;4;4;-;-
Economia;40001016051P7;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;-;-;4;-
Economia;40015017029P9;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;3;-;-;-
Economia Aplicada;42004012028P0;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;3;-;-;-
ECONOMIA E DESENVOLVIMENTO;42002010053P5;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;-;-;-
ECONOMIA REGIONAL;40002012037P0;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR;3;-;-;-
ECOSSISTEMAS AGRÍCOLAS E NATURAIS;41001010161P3;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;3;-;-;-
EDUCAÇÃO;42007011003P6;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;7;7;-;-
EDUCAÇÃO;42004012021P5;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;4;-;-;-
EDUCAÇÃO;41019016001P5;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC-SC;SC;3;-;-;-
EDUCAÇÃO;41001010015P7;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;4;4;-;-
EDUCAÇÃO;41012011003P3;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;IFC;SC;A;-;-;-
EDUCAÇÃO;42021014001P9;UNIVERSIDADE LA SALLE;UNILASALLE;RS;4;4;-;-
EDUCAÇÃO;40002012015P7;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR;4;4;-;-
EDUCAÇÃO;41005015003P0;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;SC;5;5;-;-
EDUCAÇÃO;40001016001P0;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;6;6;-;-
EDUCAÇÃO;42009014002P2;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;FUPF;RS;5;5;-;-
EDUCAÇÃO;40015017008P1;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;4;4;-;-
EDUCAÇÃO;40004015004P8;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;4;4;-;-
EDUCAÇÃO;40020010002P3;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;PR;5;5;-;-
EDUCAÇÃO;40031012071P3;UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ;UENP;PR;-;-;A;-
EDUCAÇÃO;40005011005P0;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;PR;5;5;-;-
EDUCAÇÃO;41015010002P6;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;SC;4;4;-;-
EDUCAÇÃO;41002016015P0;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;SC;5;5;-;-
EDUCAÇÃO;42045010002P4;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;RS;-;-;3;-
EDUCAÇÃO;40015017020P1;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;3;-;-;-
EDUCAÇÃO;40003019007P0;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUC/PR;PR;5;5;-;-
EDUCAÇÃO;41020014006P1;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;SC;-;-;3;-
EDUCAÇÃO;42002010001P5;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;4;-;-
EDUCAÇÃO;42003016014P2;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS;5;5;-;-
EDUCAÇÃO;42008018008P4;UNIVERSIDADE DE CAXIAS DO SUL;UCS;RS;4;4;-;-
EDUCAÇÃO;42001013001P5;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;6;6;-;-
EDUCAÇÃO;41007018001P0;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;SC;4;4;-;-
EDUCAÇÃO;41006011004P3;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;SC;4;4;-;-
EDUCAÇÃO;42019010009P2;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;RS;4;4;-;-
EDUCAÇÃO;41008014002P3;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;SC;4;4;-;-
EDUCAÇÃO;41016017004P5;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;SC;4;-;-;-
EDUCAÇÃO;42005019001P0;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUC/RS;RS;6;6;-;-
EDUCAÇÃO;42020018006P4;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;RS;4;4;-;-
Educação;41020014002P6;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;SC;3;-;-;-
Educação;40014010009P1;UNIVERSIDADE ESTADUAL DO CENTRO-OESTE;UNICENTRO;PR;4;4;-;-
Educação;42010012008P5;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;RS;4;4;-;-
Educação;41004019004P0;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;SC;4;-;-;-
Educação;42046017008P9;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;RS;-;-;4;-
EDUCAÇÃO AMBIENTAL;42004012002P0;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;4;4;-;-
EDUCAÇÃO BÁSICA;42070007002P2;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;UNIARP;SC;-;-;3;-
EDUCAÇÃO CIENTIFICA E TECNOLÓGICA;41001010050P7;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
Educação e Novas Tecnologias;40051013001P9;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;PR;-;-;4;4
Educação e Tecnologia;42033012001P3;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;IFSUL;RS;-;-;4;4
EDUCAÇÃO EM CIÊNCIAS;42004012161P1;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;A;A;-;-
EDUCAÇÃO EM CIÊNCIAS E EDUCAÇÃO MATEMÁTICA;40015017172P6;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;4;4;-;-
Educação em Ciências e em Matemática;40001016068P7;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;4;4;-;-
EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA;42005019026P3;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUC/RS;RS;5;5;-;-
EDUCAÇÃO EM CIÊNCIAS, EDUCAÇÃO MATEMÁTICA E TECNOLOGIAS EDUCATIVAS;40001016174P1;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;A;-;-;-
EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE; UFSM - FURG;42001013098P9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;4;4;-;-
EDUCAÇÂO FISICA;42002010054P1;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;-;-;-
EDUCAÇÃO FÍSICA;40001016047P0;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;6;6;-;-
EDUCAÇÃO FÍSICA;41001010039P3;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
EDUCAÇÃO FÍSICA;40002012029P8;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;4;4;-;-
EDUCAÇÃO FÍSICA;42003016026P0;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS;4;4;-;-
Educação Física;40006018173P7;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;3;-;-;-
EDUCAÇÃO MATEMÁTICA;40076016005P0;UNIVERSIDADE ESTADUAL DO PARANÁ;UNESPAR;PR;A;-;-;-
EDUCAÇÃO MATEMÁTICA;42003016055P0;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS;3;-;-;-
Educação Matemática e Ensino de Física;42002010058P7;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;3;-;-;-
EDUCAÇÃO NAS CIÊNCIAS;42024013002P4;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUÍ;RS;5;5;-;-
EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA;40004015023P2;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;4;4;-;-
EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;42002010158P1;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;-;-;-
Educação: Teoria e Prática de Ensino;40001016080P7;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;-;-;4;-
ENERGIA & SUSTENTABILIDADE;40043010012P1;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;UNILA;PR;A;A;-;-
ENERGIA E SUSTENTABILIDADE;41001010159P9;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;3;-;-;-
ENFERMAGEM;42004012009P5;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;5;5;-;-
ENFERMAGEM;40001016045P7;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;5;5;-;-
ENFERMAGEM;42002010035P7;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;4;-;-
ENFERMAGEM;42001013067P6;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;5;5;-;-
ENFERMAGEM;42003016030P8;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS;5;5;-;-
ENFERMAGEM;42015014011P8;FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;UFCSPA;RS;-;-;3;-
ENFERMAGEM;41001010009P7;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
ENFERMAGEM;40004015024P9;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;5;5;-;-
Enfermagem;40002012047P6;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR;4;4;-;-
Enfermagem;42007011025P0;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;-;-;3;-
Enfermagem na Atenção Primária à Saúde;41002016166P8;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;SC;-;-;3;-
ENGENHARIA;42046017004P3;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;RS;3;-;-;-
ENGENHARIA AGRÍCOLA;42002010008P0;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;4;-;-
ENGENHARIA AGRÍCOLA;40015017001P7;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;5;5;-;-
ENGENHARIA AMBIENTAL;41001010033P5;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
ENGENHARIA AMBIENTAL;41001010080P3;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;-;-;3;-
ENGENHARIA AMBIENTAL;41006011003P7;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;SC;4;4;-;-
Engenharia Ambiental;40001016075P3;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;4;4;-;-
Engenharia Ambiental;40006018023P5;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;3;-;-;-
Engenharia Ambiental;42002010055P8;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;4;-;-
Engenharia Ambiental: Análise e Tecnologia Ambiental;40006018174P3;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;3;-;-;-
Engenharia Biomédica;40006018018P1;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;-;-;3;-
ENGENHARIA CIVIL;42007011018P3;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS;4;4;-;-
ENGENHARIA CIVIL;42051010004P3;FACULDADE MERIDIONAL;IMED;RS;3;-;-;-
ENGENHARIA CIVIL;42002010020P0;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS;4;4;-;-
ENGENHARIA CIVIL;40043010008P4;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;UNILA;PR;3;-;-;-
ENGENHARIA CIVIL;42001013014P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;6;6;-;-
ENGENHARIA CIVIL;40006018008P6;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;4;4;-;-
ENGENHARIA CIVIL;41001010023P0;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;5;5;-;-
ENGENHARIA CIVIL;41002016157P9;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;SC;3;-;-;-
Engenharia Civil;40004015041P0;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;3;-;-;-
Engenharia Civil;40002012027P5;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR;3;3;-;-
Engenharia Civil;40001016049P2;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;5;5;-;-
ENGENHARIA CIVIL: CONSTRUÇÃO E INFRAESTRUTURA;42001013174P7;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS;5;5;-;-
Engenharia Civil e Ambiental;42009014004P5;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;FUPF;RS;4;4;-;-
Engenharia Civil;PPGEC;40006018030P1;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR;3;-;-;-
ENGENHARIA CIVIL, SANITÁRIA E AMBIENTAL;41009010002P0;UNIVERSIDADE DO CONTESTADO;UNC;SC;-;-;3;-
ENGENHARIA DE ALIMENTOS;42010012001P0;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;RS;4;4;-;-
ENGENHARIA DE ALIMENTOS;40001016019P6;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;5;5;-;-
ENGENHARIA DE ALIMENTOS;41001010046P0;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
ENGENHARIA DE ALIMENTOS;40004015073P0;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;3;-;-;-
ENGENHARIA DE AUTOMAÇÃO E SISTEMAS;41001010065P4;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC;6;6;-;-
Engenharia de Bioprocessos e Biotecnologia;40001016036P8;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;7;7;-;-
Engenharia de Energia na Agricultura;40015017013P5;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;PR;4;4;-;-
